Gene,adj.P.Val,P.Value,t,B,logFC
UFSP2,0.99,0.837927,-0.2069562,-5.02,-0.02246966
BTAF1,0.99,0.838011,0.2068475,-5.02,0.02496185
WDR4,0.99,0.838117,-0.2067095,-5.02,-0.017906
RABL3,0.99,0.838124,0.2067006,-5.02,0.01850843
ZNF335,0.99,0.838138,0.2066834,-5.02,0.01730113
TBL1Y,0.99,0.838141,0.2066782,-5.02,0.01813087
OSGIN2,0.99,0.838151,0.2066665,-5.02,0.01632113
EML2,0.99,0.838179,0.2066294,-5.02,0.02035141
RUVBL1,0.99,0.838192,0.2066122,-5.02,0.019485
ACVR1B,0.99,0.83821,0.2065889,-5.02,0.02443638
MINOS1-NBL1///NBL1,0.99,0.838237,-0.2065549,-5.02,-0.01126614
MICAL3,0.99,0.838398,-0.2063463,-5.02,-0.02129641
GABBR2,0.99,0.838443,0.2062872,-5.02,0.01877217
CALML4,0.99,0.838615,-0.2060646,-5.02,-0.0143096
LAMB1,0.99,0.838637,-0.2060366,-5.02,-0.01107273
RPAP2,0.99,0.838654,0.206014,-5.02,0.01678624
PCDHGA1///PCDHGA2///PCDHGA3///PCDHGA4///PCDHGA5///PCDHGA6///PCDHGA7///PCDHGA9///PCDHGA10///PCDHGA11///PCDHGB1///PCDHGB2///PCDHGB3///PCDHGB5///PCDHGB6///PCDHGB7///PCDHGC4///PCDHGC5///PCDHGA12///PCDHGA8///PCDHGB4///PCDHGC3,0.99,0.838662,-0.2060043,-5.02,-0.02136998
ZNF667,0.99,0.838692,0.2059649,-5.02,0.01241949
COL1A1,0.99,0.838753,-0.2058853,-5.02,-0.01807165
SRGAP3,0.99,0.83876,0.2058764,-5.02,0.01490469
AGBL3,0.99,0.838867,0.2057384,-5.02,0.0096128
PTGER3,0.99,0.83888,-0.2057213,-5.02,-0.01345272
CABIN1,0.99,0.838959,0.2056185,-5.02,0.01314573
POU3F2,0.99,0.838969,-0.205606,-5.02,-0.01131763
TM6SF1,0.99,0.838989,0.2055803,-5.02,0.02711849
FNDC11,0.99,0.839,0.2055653,-5.02,0.0154254
ATG13,0.99,0.839043,-0.2055106,-5.02,-0.01640372
PI15,0.99,0.839115,0.2054163,-5.02,0.01648903
COG4,0.99,0.839121,0.2054089,-5.02,0.0120625
MAN2A2,0.99,0.839155,0.2053652,-5.02,0.01762114
SGCE,0.99,0.839189,0.2053206,-5.02,0.01615133
PRKD2,0.99,0.8392,-0.2053063,-5.02,-0.02077837
ECM2,0.99,0.839228,-0.2052705,-5.02,-0.01173227
CCT4,0.99,0.839257,-0.2052329,-5.02,-0.02796392
TMEM8A,0.99,0.839285,-0.2051959,-5.02,-0.0263691
SIRPA,0.99,0.839303,0.2051734,-5.02,0.02312689
,0.99,0.839356,-0.2051042,-5.02,-0.01861453
TESMIN,0.99,0.839407,-0.2050377,-5.02,-0.01609073
LINC00328,0.99,0.839426,-0.2050143,-5.02,-0.01264324
AAK1,0.99,0.839459,-0.204971,-5.02,-0.01211624
HUWE1,0.99,0.839473,-0.2049534,-5.02,-0.01322508
HPS6,0.99,0.839477,0.2049478,-5.02,0.01432562
DUS4L,0.99,0.839492,-0.2049286,-5.02,-0.01174321
F5,0.99,0.839607,-0.2047792,-5.02,-0.04216018
TREH,0.99,0.839663,0.2047062,-5.02,0.022616
NAP1L2,0.99,0.839682,-0.204682,-5.02,-0.02780514
KCNH6,0.99,0.839804,-0.2045245,-5.02,-0.01580029
ABCA8,0.99,0.839854,0.2044595,-5.02,0.01379488
,0.99,0.840026,0.2042368,-5.02,0.01877861
SSX3,0.99,0.840071,0.2041779,-5.02,0.01641483
NME8,0.99,0.840082,0.2041635,-5.02,0.0344038
SPANXA2///SPANXB1///SPANXC///SPANXA1,0.99,0.840193,0.2040198,-5.02,0.01796331
DDX50,0.99,0.840203,-0.2040074,-5.02,-0.02625184
RASA3,0.99,0.840207,0.2040015,-5.02,0.0134089
GRM1,0.99,0.840272,-0.203918,-5.02,-0.01555185
PPP1CC,0.99,0.840283,-0.2039033,-5.02,-0.02472715
SMG7,0.99,0.840348,-0.2038194,-5.02,-0.02032943
ACTR10,0.99,0.840446,-0.2036919,-5.02,-0.0281745
MANBA,0.99,0.840464,0.2036689,-5.02,0.01698165
C1orf174,0.99,0.840486,-0.2036401,-5.02,-0.02642131
TFEB,0.99,0.840505,-0.2036155,-5.02,-0.02040682
CCDC15,0.99,0.84051,-0.2036094,-5.02,-0.0206378
SLC7A7,0.99,0.840549,-0.2035585,-5.02,-0.02880754
PDPR,0.99,0.840559,0.2035459,-5.02,0.01413293
IFNAR2,0.99,0.840614,-0.2034748,-5.02,-0.0315896
SARDH,0.99,0.84063,0.2034542,-5.02,0.01906428
HAND1,0.99,0.840641,-0.2034402,-5.02,-0.01642718
FBN2,0.99,0.840695,0.2033694,-5.02,0.01338899
FBXW4,0.99,0.840714,-0.2033455,-5.02,-0.01228561
OBSL1,0.99,0.840779,-0.2032611,-5.02,-0.01718245
GRK4,0.99,0.840822,0.2032056,-5.02,0.00995901
INTS3,0.99,0.840832,0.2031922,-5.02,0.0236598
HGS,0.99,0.840843,0.2031788,-5.02,0.01947813
COL3A1,0.99,0.840904,0.2030998,-5.02,0.01221802
ALOX15B,0.99,0.840972,0.2030111,-5.02,0.01946778
SNAPC5,0.99,0.84105,-0.2029106,-5.02,-0.01815677
CREBBP,0.99,0.841058,0.2029002,-5.02,0.01894865
SNCG,0.99,0.841103,0.2028414,-5.02,0.01817789
SLC4A4,0.99,0.841146,-0.2027862,-5.02,-0.01632345
SF3A3,0.99,0.841167,0.2027588,-5.02,0.02111526
CELA2A///CELA2B,0.99,0.841266,-0.2026307,-5.02,-0.01230431
CCDC86,0.99,0.841284,-0.2026068,-5.02,-0.01792068
G0S2,0.99,0.841313,-0.2025698,-5.02,-0.03433123
SMIM7,0.99,0.841364,-0.2025031,-5.02,-0.01466532
SOCS3,0.99,0.841371,0.2024939,-5.02,0.01906824
FBXO9,0.99,0.841498,-0.2023304,-5.02,-0.0301857
TPSAB1,0.99,0.841593,0.2022076,-5.02,0.02328792
TGIF2,0.99,0.841714,0.2020502,-5.02,0.01374116
LACTB2,0.99,0.841728,0.2020324,-5.02,0.01947427
EFCAB11,0.99,0.841756,0.2019965,-5.02,0.01288681
MIR1236///NELFE,0.99,0.841801,0.2019375,-5.02,0.01474848
NDST4,0.99,0.84181,0.2019255,-5.02,0.0230689
,0.99,0.841847,0.201878,-5.02,0.01192167
LDB3,0.99,0.841863,0.2018572,-5.02,0.01700959
IKBKE,0.99,0.841891,-0.2018218,-5.02,-0.01399608
SAC3D1,0.99,0.841896,-0.2018153,-5.02,-0.02375517
TNFSF18,0.99,0.841949,0.2017465,-5.02,0.01990619
PAPPA2,0.99,0.841995,0.201686,-5.02,0.01722765
DIABLO,0.99,0.842026,-0.2016469,-5.02,-0.02421083
SLC4A1,0.99,0.842054,0.2016103,-5.02,0.0754694
FXYD6-FXYD2///FXYD2,0.99,0.84209,0.2015638,-5.02,0.01736603
CST7,0.99,0.842235,0.2013755,-5.02,0.03455019
SLC18A2,0.99,0.842241,-0.2013683,-5.02,-0.01454005
,0.99,0.842277,-0.2013211,-5.02,-0.02692046
PRDX2,0.99,0.842386,-0.2011801,-5.02,-0.02195578
STX16,0.99,0.842403,-0.2011581,-5.02,-0.01510038
TNPO2,0.99,0.842477,0.201062,-5.02,0.01609902
THSD4,0.99,0.842479,-0.2010594,-5.02,-0.01727657
KCNQ1,0.99,0.842523,0.2010036,-5.02,0.01274142
RABGGTB,0.99,0.842678,0.2008027,-5.02,0.01911674
ANXA7,0.99,0.842691,-0.2007856,-5.02,-0.01729679
SRM,0.99,0.842705,0.2007677,-5.02,0.02268944
,0.99,0.842705,-0.2007668,-5.02,-0.02177892
DPY30///MEMO1,0.99,0.842737,-0.2007262,-5.02,-0.02215395
GRN,0.99,0.842781,-0.2006696,-5.02,-0.02506981
PCDHGA11///PCDHGC3,0.99,0.842804,-0.2006396,-5.02,-0.02152712
DRD2,0.99,0.842876,0.2005459,-5.02,0.01197691
NUP50,0.99,0.842917,0.2004933,-5.02,0.02842488
FSCN2,0.99,0.842919,-0.2004898,-5.02,-0.02288914
CHERP,0.99,0.84293,-0.2004768,-5.02,-0.01650286
GP2,0.99,0.842948,0.2004525,-5.02,0.02020898
MEOX2,0.99,0.842964,-0.2004318,-5.02,-0.01137629
APPBP2,0.99,0.843035,-0.2003404,-5.02,-0.02712059
F13B,0.99,0.843107,-0.2002473,-5.02,-0.01162369
OVOL2,0.99,0.843154,0.200186,-5.02,0.02147756
,0.991,0.843557,-0.1996644,-5.02,-0.01158948
TGM2,0.991,0.843583,0.1996314,-5.02,0.0296886
COL11A1,0.991,0.843655,-0.199538,-5.02,-0.01341009
NACA,0.991,0.843679,-0.1995062,-5.02,-0.02414598
RPL15,0.991,0.843707,-0.19947,-5.02,-0.02749481
TMED2,0.991,0.843756,0.1994076,-5.02,0.03603501
WBP4,0.991,0.84378,-0.199376,-5.02,-0.01787434
TFAP2A,0.991,0.843801,0.1993487,-5.02,0.01436396
,0.991,0.843943,-0.1991652,-5.02,-0.01373305
JMJD7///JMJD7-PLA2G4B,0.991,0.844007,-0.199082,-5.02,-0.02081413
MEGF8,0.991,0.844043,0.1990358,-5.02,0.02651958
MYO15B,0.991,0.844068,0.1990031,-5.02,0.02009921
ADCY2,0.991,0.844141,0.1989093,-5.02,0.01916971
PTGS1,0.991,0.84417,-0.1988717,-5.02,-0.02182078
RERE,0.991,0.844242,-0.1987784,-5.02,-0.01939616
NELFB,0.991,0.844433,-0.1985308,-5.02,-0.01637688
,0.991,0.844456,0.198501,-5.02,0.02086434
SPOCK3,0.991,0.844461,0.1984948,-5.02,0.0150645
SSX4B///SSX4,0.991,0.844491,-0.198456,-5.02,-0.01581573
STAU1,0.991,0.844542,-0.1983897,-5.02,-0.01733542
LINC00675,0.991,0.844583,0.1983367,-5.02,0.01384826
AP3B2,0.991,0.844816,-0.1980356,-5.02,-0.01952634
GDAP1L1,0.991,0.844825,0.1980239,-5.02,0.021945
,0.991,0.844836,-0.1980093,-5.02,-0.0181982
FZD5,0.991,0.844941,0.1978738,-5.02,0.02463079
,0.991,0.845039,0.1977473,-5.02,0.01249135
AIF1,0.991,0.845054,0.1977273,-5.02,0.01747022
ZNF280A,0.991,0.845082,-0.1976918,-5.02,-0.01219363
MAGOHB///MAGOH,0.991,0.84519,0.1975514,-5.02,0.02139988
KRCC1,0.991,0.845225,-0.1975064,-5.02,-0.0400291
GPR135,0.991,0.845282,-0.1974328,-5.02,-0.02241111
MRPS18A,0.991,0.845291,0.1974206,-5.02,0.01213751
ARHGEF11,0.991,0.845343,-0.197354,-5.02,-0.02335873
HIP1R,0.991,0.84538,0.1973063,-5.02,0.01683602
KIF23,0.991,0.84539,-0.1972935,-5.02,-0.01146483
,0.991,0.845403,0.1972769,-5.02,0.01012936
IGHM,0.991,0.845417,-0.1972588,-5.02,-0.03270345
RBM5,0.991,0.845481,0.1971758,-5.02,0.02345037
TBP,0.991,0.845641,0.1969682,-5.02,0.01272807
LPIN2,0.991,0.845679,-0.1969194,-5.02,-0.02090502
PLA2G2E,0.991,0.845845,0.1967052,-5.02,0.01761713
PCSK7,0.991,0.845854,0.1966934,-5.02,0.01383057
TMEM92-AS1,0.991,0.845855,0.1966912,-5.02,0.01820912
FLJ21369,0.991,0.845889,0.1966481,-5.02,0.01159356
SRPK1,0.991,0.8459,0.1966335,-5.02,0.02645016
MCF2,0.991,0.846116,-0.1963546,-5.02,-0.01350522
STARD5,0.991,0.846149,0.196311,-5.02,0.01259565
ATN1,0.991,0.846153,-0.1963057,-5.02,-0.01247711
NUCB1,0.991,0.846157,-0.1963011,-5.02,-0.01866512
SUPT3H,0.991,0.846188,-0.1962607,-5.02,-0.01815391
AHSA1,0.991,0.846235,0.1962007,-5.02,0.01530838
PRDM14,0.991,0.846323,-0.1960864,-5.02,-0.01577635
TTLL5,0.991,0.846385,-0.1960067,-5.02,-0.01671042
AR,0.991,0.846595,0.1957349,-5.02,0.0180758
MLLT3,0.991,0.846603,-0.1957245,-5.02,-0.02070303
NFAT5,0.991,0.84661,-0.1957159,-5.02,-0.02149739
DNAJB2,0.991,0.846615,0.195709,-5.02,0.0193327
ZAK,0.991,0.846642,0.1956743,-5.02,0.01465626
ADAP1,0.991,0.846649,-0.1956654,-5.02,-0.01337223
HSP90AA1,0.991,0.84678,-0.1954956,-5.02,-0.05034208
BECN1,0.991,0.846819,0.1954449,-5.02,0.01023989
LOC101928269///LOC100506403///RUNX1,0.991,0.846908,0.1953296,-5.02,0.01430659
ERN2,0.991,0.847024,0.1951798,-5.02,0.01679106
CHRM4,0.991,0.847031,-0.1951706,-5.02,-0.01492443
GRIP2,0.991,0.847134,-0.1950384,-5.02,-0.01810532
NFU1,0.991,0.847141,0.1950294,-5.02,0.030726
LAMA1,0.991,0.847275,-0.1948552,-5.02,-0.01599369
DUSP7,0.991,0.847279,-0.1948507,-5.02,-0.01656709
,0.991,0.847308,-0.1948125,-5.02,-0.02660112
AVPI1,0.991,0.847313,0.1948067,-5.02,0.01424084
ZNF219,0.991,0.847321,0.1947955,-5.02,0.02182174
BTD,0.991,0.847327,-0.1947877,-5.02,-0.01659746
RALBP1,0.991,0.847492,-0.1945744,-5.02,-0.03184896
HHLA1,0.991,0.847528,0.1945287,-5.02,0.01811824
SIGIRR,0.991,0.847572,0.1944716,-5.02,0.01962147
DDR1-AS1,0.991,0.847588,-0.1944507,-5.02,-0.01987963
PIAS4,0.991,0.847596,0.1944412,-5.02,0.02186327
,0.991,0.847597,0.1944386,-5.02,0.01048391
,0.991,0.847648,0.194373,-5.02,0.01218083
ELF2,0.991,0.847736,-0.1942599,-5.02,-0.02370267
SERPIND1,0.991,0.847785,-0.1941964,-5.02,-0.01474371
PPP1R12B,0.991,0.847832,-0.194135,-5.02,-0.02080021
HAO2,0.991,0.847929,0.1940095,-5.02,0.01319423
CDC14A,0.991,0.847942,-0.1939931,-5.02,-0.02024107
AKT2,0.991,0.847988,0.193934,-5.02,0.01646242
CLNS1A,0.991,0.848077,0.1938187,-5.02,0.03083119
TUFM,0.991,0.848118,-0.1937663,-5.02,-0.0258142
ACOX2,0.991,0.848153,0.1937201,-5.02,0.01511245
,0.991,0.848211,0.1936455,-5.02,0.01788402
DDX54,0.991,0.848264,0.1935776,-5.02,0.01425381
STAT3,0.991,0.848287,-0.1935467,-5.02,-0.02018509
PCDHA2,0.991,0.848328,-0.1934939,-5.02,-0.01184902
ZSCAN26,0.991,0.848335,0.1934855,-5.02,0.01713982
CETN2,0.991,0.848361,-0.1934511,-5.02,-0.03124161
HCN4,0.991,0.848369,-0.1934414,-5.02,-0.01794868
FUBP1,0.991,0.848403,-0.193397,-5.02,-0.04088354
HBA2///HBA1,0.991,0.848406,-0.1933933,-5.02,-0.00725832
LILRA3,0.991,0.848434,0.1933577,-5.02,0.03725553
TULP1,0.991,0.84873,0.1929745,-5.02,0.02326026
IGHV3-23///IGHV4-31///IGHM///IGHG1///IGHA1,0.991,0.848746,-0.192954,-5.02,-0.0397234
CYB561,0.991,0.848888,0.1927704,-5.02,0.01667008
FBP1,0.991,0.84892,0.1927288,-5.02,0.0197011
HSPA6,0.991,0.848929,0.192718,-5.02,0.0364253
EIF3D,0.991,0.849,0.1926265,-5.02,0.02288685
CACNA1G,0.991,0.849028,-0.1925891,-5.02,-0.01354527
CSAD,0.991,0.849033,-0.1925832,-5.02,-0.02650681
NSD1,0.991,0.849079,-0.1925241,-5.02,-0.01215668
BTBD7,0.991,0.849153,-0.1924276,-5.02,-0.01524775
LTBP4,0.991,0.849181,0.1923916,-5.02,0.01414347
LOC100127886,0.991,0.849317,0.1922161,-5.02,0.00968902
ESR1,0.991,0.849371,0.1921463,-5.02,0.01289859
FOXN3-AS2,0.991,0.849373,-0.1921442,-5.02,-0.01838145
SDC1,0.991,0.849375,0.192141,-5.02,0.0141902
EIF5,0.991,0.849401,-0.1921071,-5.02,-0.01730819
ELF2,0.991,0.849493,-0.191989,-5.02,-0.02750492
NUP88,0.991,0.849539,0.1919289,-5.02,0.01855412
BCAT1,0.991,0.849602,0.1918474,-5.02,0.01530566
CCL18,0.991,0.849631,-0.1918109,-5.02,-0.01320796
ALK,0.991,0.849744,-0.191664,-5.02,-0.01701813
CDKN1A,0.991,0.849796,-0.1915974,-5.02,-0.01500969
MUTYH,0.991,0.849832,0.1915505,-5.02,0.01542802
CCNB1IP1,0.991,0.849892,0.1914737,-5.02,0.02139058
LTB4R,0.991,0.84992,0.1914365,-5.02,0.02721882
TM4SF4,0.991,0.849969,0.1913732,-5.02,0.01738391
ARHGAP45,0.991,0.849988,0.1913493,-5.02,0.01854572
MIR6758///MARS,0.991,0.850038,0.191284,-5.02,0.01414661
C9orf116,0.991,0.850109,-0.1911935,-5.02,-0.01006007
DHX30,0.991,0.85012,-0.1911789,-5.02,-0.02106633
,0.991,0.850216,-0.191055,-5.02,-0.01489863
EHHADH,0.991,0.850235,-0.1910298,-5.02,-0.01036966
LITAF,0.991,0.850288,-0.1909613,-5.02,-0.02928495
DOCK5,0.991,0.850329,0.1909089,-5.02,0.01987519
KRT6B,0.991,0.850346,-0.1908866,-5.02,-0.01477609
PLS1,0.991,0.850435,0.1907716,-5.02,0.01620493
SMG1P5///BOLA2///SMG1P2,0.991,0.850479,0.1907155,-5.02,0.03442688
GRK5,0.991,0.850485,0.1907067,-5.02,0.01348367
HSPE1-MOB4///MOB4,0.991,0.850572,-0.1905949,-5.02,-0.04761682
HSF1,0.991,0.850584,0.190579,-5.02,0.01546693
GSTTP1,0.991,0.850596,0.1905632,-5.02,0.01353321
RAC2,0.991,0.850637,0.1905113,-5.02,0.01349363
LOC101930388///LOC101928143///NUMB,0.991,0.850884,0.1901916,-5.02,0.03117485
MFSD5,0.991,0.850884,-0.1901912,-5.02,-0.02242708
ACAD8,0.991,0.850998,-0.190044,-5.02,-0.02744236
ZNF670-ZNF695///ZNF670///ZNF695,0.991,0.851003,0.1900378,-5.02,0.01374621
RAB3B,0.991,0.851022,-0.1900138,-5.02,-0.01569057
KCNV1,0.991,0.851034,-0.1899978,-5.02,-0.0112853
VDAC3,0.991,0.851038,-0.1899933,-5.02,-0.01017499
WT1,0.991,0.851083,-0.1899346,-5.02,-0.01926985
CEBPA-AS1,0.991,0.851151,0.1898471,-5.02,0.01850233
IL25,0.991,0.851202,0.1897805,-5.02,0.01679072
CHD3,0.991,0.85123,0.1897449,-5.02,0.01522422
CFLAR,0.991,0.851308,-0.1896443,-5.02,-0.01980109
CNOT8,0.991,0.851312,-0.1896396,-5.02,-0.01571045
LHX5,0.991,0.851331,0.1896142,-5.02,0.01916542
IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHD///IGHA1,0.991,0.851383,0.1895473,-5.02,0.01798608
,0.991,0.851418,-0.1895026,-5.02,-0.01827722
GABARAP,0.991,0.851421,0.1894979,-5.02,0.01311045
CDKN3,0.991,0.851477,0.1894256,-5.02,0.0166605
GCNT4,0.991,0.851514,0.1893786,-5.02,0.01546211
ZNF816-ZNF321P///ZNF816,0.991,0.851612,0.1892515,-5.02,0.01723676
SYCP1,0.991,0.851702,-0.1891347,-5.02,-0.01163423
FUT6,0.991,0.851745,-0.1890798,-5.02,-0.01590834
PADI1,0.991,0.851832,0.1889681,-5.02,0.01312189
KYNU,0.991,0.85186,0.1889309,-5.02,0.03928642
USP32P2,0.991,0.851951,-0.1888135,-5.02,-0.02939806
NPAS3,0.991,0.851954,0.1888103,-5.02,0.01478124
IL1RAP,0.991,0.852088,-0.1886368,-5.02,-0.02254238
EIF1AX,0.991,0.852189,-0.1885067,-5.02,-0.03612995
OSBPL7,0.991,0.852192,0.188502,-5.02,0.01445112
NDUFA5,0.991,0.852212,-0.1884772,-5.02,-0.04715087
TBR1,0.991,0.852215,0.1884733,-5.02,0.01322708
PIGP,0.991,0.852241,-0.1884398,-5.02,-0.02932777
CEP170P1///CEP170,0.991,0.852309,0.1883519,-5.02,0.0197248
MTHFD2L,0.991,0.852383,0.1882556,-5.02,0.0124418
ITGA4,0.991,0.852388,-0.1882492,-5.02,-0.03049569
ZNF747,0.991,0.852403,0.1882298,-5.02,0.01527095
IL27RA,0.991,0.852464,-0.1881509,-5.02,-0.01545067
THTPA,0.991,0.852607,-0.1879667,-5.02,-0.01473217
ADSL,0.991,0.852632,-0.1879348,-5.02,-0.02635083
LINC01260,0.991,0.852658,-0.1879015,-5.02,-0.01716747
TBX5,0.991,0.852663,-0.1878948,-5.02,-0.01106734
IDH3B,0.991,0.852697,0.1878508,-5.02,0.01848288
ADAM8,0.991,0.852713,0.1878306,-5.02,0.03378577
EMX1,0.991,0.852744,0.1877903,-5.02,0.01541414
WNT2B,0.991,0.852822,-0.1876893,-5.02,-0.0166152
SMN2///SMN1,0.991,0.852834,0.1876744,-5.02,0.0320046
LRIG2,0.991,0.853393,0.1869516,-5.02,0.01380243
MCAM,0.991,0.853479,-0.1868413,-5.02,-0.01787038
RNASEH2A,0.991,0.853537,-0.1867664,-5.02,-0.01472516
VAV3,0.991,0.853558,-0.1867395,-5.02,-0.01913838
SMARCA1,0.991,0.853651,0.1866189,-5.02,0.01009784
,0.991,0.853659,0.1866083,-5.02,0.01296463
F2RL2,0.991,0.853677,-0.1865852,-5.02,-0.01286609
OSBPL2,0.991,0.853681,-0.1865803,-5.02,-0.01927052
MAP3K7,0.991,0.853717,-0.1865342,-5.02,-0.02143536
SPAG11A///SPAG11B,0.991,0.853837,0.1863791,-5.02,0.01806407
CYP2J2,0.991,0.853851,-0.1863606,-5.02,-0.01456361
FEV,0.991,0.85389,0.1863103,-5.02,0.01660509
,0.991,0.853904,0.1862924,-5.02,0.01878891
SLC23A2,0.991,0.853904,-0.186292,-5.02,-0.01329727
CNOT4,0.991,0.853991,0.1861805,-5.02,0.01792827
LINC01482,0.991,0.854031,-0.1861285,-5.02,-0.01515036
HGF,0.991,0.854073,0.1860743,-5.02,0.01358397
MED24,0.991,0.854115,-0.1860198,-5.02,-0.01543894
CLEC4A,0.991,0.854123,-0.1860093,-5.02,-0.03557925
P2RX7,0.991,0.854153,-0.1859716,-5.02,-0.015733
TPSAB1,0.991,0.854197,0.1859141,-5.02,0.02029815
QSOX1,0.991,0.854225,0.1858787,-5.02,0.015763
,0.991,0.854245,0.1858529,-5.02,0.01396472
SLC24A1,0.991,0.854252,-0.185843,-5.02,-0.01069241
MR1,0.991,0.854277,0.1858117,-5.02,0.02064929
CXCL1,0.991,0.854293,0.1857907,-5.02,0.02341042
SMA4,0.991,0.854311,0.1857679,-5.02,0.01509933
HDDC2,0.991,0.854405,-0.1856463,-5.02,-0.03223052
LPCAT1,0.991,0.854448,-0.1855905,-5.02,-0.01590681
TMOD1,0.991,0.854472,-0.1855599,-5.02,-0.03852577
JMJD4,0.991,0.854502,-0.1855202,-5.02,-0.01306891
MYO1F,0.991,0.85453,-0.1854845,-5.02,-0.01668806
PDLIM5,0.991,0.854612,0.1853792,-5.02,0.01135156
JMJD6,0.991,0.854617,0.1853718,-5.02,0.01898246
,0.991,0.854618,-0.1853705,-5.02,-0.0116107
SLC2A3,0.991,0.854644,-0.185337,-5.02,-0.02986641
PPP1R37,0.991,0.854652,0.1853276,-5.02,0.01193252
ADGRG2,0.991,0.854748,-0.1852037,-5.02,-0.01204906
VAMP3,0.991,0.854753,-0.1851966,-5.02,-0.02112646
YWHAH,0.991,0.854757,-0.1851918,-5.02,-0.02243605
PTGR2///ZNF410,0.991,0.854824,-0.1851059,-5.02,-0.02250433
TRIM15,0.991,0.854835,-0.1850916,-5.02,-0.01441321
PDLIM5,0.991,0.854841,0.1850832,-5.02,0.00884082
PKP3,0.991,0.854893,-0.1850165,-5.02,-0.01423607
TGFB3,0.991,0.854915,-0.184988,-5.02,-0.02119727
TNFRSF8,0.991,0.854919,-0.1849822,-5.02,-0.01300201
SLC16A1,0.991,0.854929,-0.1849698,-5.02,-0.01930387
MYO15B,0.991,0.855008,-0.1848683,-5.02,-0.01852465
,0.991,0.855041,-0.1848252,-5.02,-0.01354864
CRISPLD2,0.991,0.855076,0.1847799,-5.02,0.03674746
PDE10A,0.991,0.855113,-0.184732,-5.02,-0.00977979
FN1,0.991,0.85512,-0.1847228,-5.02,-0.01217685
MGAT2,0.991,0.855178,0.1846485,-5.02,0.01845345
PHLPP2,0.991,0.855218,0.1845964,-5.02,0.01174765
WRAP53,0.991,0.855268,0.1845326,-5.02,0.01207271
ST6GAL1,0.991,0.855286,0.1845089,-5.02,0.01738322
IBA57,0.991,0.855319,0.1844665,-5.02,0.01425633
ATP2B1,0.991,0.855365,0.1844078,-5.02,0.02949123
CHRM3,0.991,0.855394,0.1843697,-5.02,0.01144829
KLF1,0.991,0.855463,-0.1842812,-5.02,-0.04774642
UTP14A,0.991,0.855495,0.1842393,-5.02,0.01310019
HGC6.3,0.991,0.855512,0.1842182,-5.02,0.0224514
RPF1,0.991,0.855523,0.1842033,-5.02,0.02722216
FN1,0.991,0.855558,-0.1841579,-5.02,-0.01770563
XBP1,0.991,0.855628,-0.1840676,-5.02,-0.02602143
IRF4,0.991,0.855701,-0.1839741,-5.02,-0.00898678
LRRC37BP1,0.991,0.855709,0.1839637,-5.02,0.01376181
MSX2,0.991,0.85578,0.1838725,-5.02,0.00984499
CKAP4,0.991,0.855824,-0.1838154,-5.02,-0.02469172
VIPR2,0.991,0.855841,-0.1837938,-5.02,-0.01421709
NOX5,0.991,0.855868,0.1837582,-5.02,0.01698136
TBC1D15,0.991,0.855891,-0.1837286,-5.02,-0.02918835
SHC1,0.991,0.855905,-0.1837106,-5.02,-0.01638174
MRPS17,0.991,0.855965,0.1836338,-5.02,0.02990499
,0.991,0.856085,-0.1834779,-5.02,-0.01969209
TNFRSF21,0.991,0.856106,-0.1834516,-5.02,-0.01929393
DNM2,0.991,0.856124,-0.183428,-5.02,-0.01746898
DUSP12,0.991,0.856136,0.1834131,-5.02,0.01646771
PTGER3,0.991,0.856167,0.1833729,-5.02,0.01299942
ACSL3,0.991,0.856196,-0.1833353,-5.02,-0.0256547
CCL16,0.991,0.856196,-0.1833349,-5.02,-0.01064186
CHD1L,0.991,0.856197,-0.183334,-5.02,-0.02458129
,0.991,0.856215,-0.1833109,-5.02,-0.01473618
CCDC134,0.991,0.856275,0.1832328,-5.02,0.02207437
RXRA,0.991,0.856312,-0.1831854,-5.02,-0.016992
GJA5,0.991,0.856394,-0.1830801,-5.02,-0.01616631
MFSD11,0.991,0.85651,-0.1829308,-5.02,-0.00997915
PKN2,0.991,0.856525,0.1829106,-5.02,0.02862644
XPA,0.991,0.856603,0.1828101,-5.02,0.01465487
RPP14,0.991,0.856609,0.1828022,-5.02,0.01243849
MT1F,0.991,0.856664,0.1827319,-5.02,0.01154375
SIPA1,0.991,0.856708,0.1826752,-5.02,0.01985922
P2RY13,0.991,0.856774,-0.1825899,-5.02,-0.0189414
HIST1H2BH,0.991,0.856794,0.1825634,-5.02,0.02353859
,0.991,0.856803,0.182552,-5.02,0.01173444
NLGN4Y,0.991,0.856833,-0.1825136,-5.02,-0.00907986
TTC38,0.991,0.856915,0.1824075,-5.02,0.01758003
ADK,0.991,0.857078,-0.1821977,-5.02,-0.0293642
RARG,0.991,0.85709,0.1821821,-5.02,0.02308097
CSGALNACT2,0.991,0.857154,-0.1820999,-5.02,-0.02717457
AP1M2,0.991,0.857171,-0.1820783,-5.02,-0.01514659
LOC100129518///SOD2,0.991,0.857173,-0.1820756,-5.02,-0.03497005
UBAP2L,0.991,0.857175,-0.1820723,-5.02,-0.0177043
MED27,0.991,0.857257,0.1819664,-5.02,0.01626887
SCYL3,0.991,0.85732,-0.1818853,-5.02,-0.01741905
